day, itv, gate-dirt, lanes, hist_v, weather, volume
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 2, 13, 6, 9, 10, 14.0, 10.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 7
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 2, 140, 56, 31, 4, 14.0, 7.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 7
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 2, 1, 1, 1, 2.0, 2.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 14
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 17, 16, 16, 17, 17.0, 11.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 11
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 181, 112, 93, 4, 5.0, 4.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 5
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 2, 6, 9, 10, 14, 10.0, 7.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 10
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 2, 56, 31, 4, 14, 7.0, 7.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 7
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2.0, 14.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 14
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 16, 16, 17, 17, 11.0, 11.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 14
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 112, 93, 4, 5, 4.0, 5.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 4
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 2, 9, 10, 14, 10, 7.0, 10.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 6
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 2, 31, 4, 14, 7, 7.0, 7.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 10
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 1, 2, 2, 14.0, 14.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 14
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 16, 17, 17, 11, 11.0, 14.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 18
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 93, 4, 5, 4, 5.0, 4.0, 100.82, 101.32, 41.125, 2.8, 22.2, 76.0, 0.0, 5
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 2, 2, 2, 10, 14, 10, 7, 10.0, 6.0, 100.83, 101.33, 1.875, 4.5, 24.4, 67.0, 0.0, 9
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 2, 2, 4, 14, 7, 7, 7.0, 10.0, 100.83, 101.33, 1.875, 4.5, 24.4, 67.0, 0.0, 10
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 2, 2, 14, 14.0, 14.0, 100.83, 101.33, 1.875, 4.5, 24.4, 67.0, 0.0, 14
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 17, 17, 11, 11, 14.0, 18.0, 100.83, 101.33, 1.875, 4.5, 24.4, 67.0, 0.0, 10
9, 19, 3, 3, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 4, 5, 4, 5, 4.0, 5.0, 100.83, 101.33, 1.875, 4.5, 24.4, 67.0, 0.0, 5
